chrI	160237	166162
chrII	29643	35602
chrII	221036	226952
chrII	259577	265494
chrIII	1178	4322
chrIII	84810	90769
chrIV	513691	519647
chrIV	645501	651419
chrIV	871820	877779
chrIV	878302	884220
chrIV	981170	987125
chrIV	987149	992642
chrIV	1095766	1101692
chrIV	1206703	1212621
chrIX	205219	210647
chrV	443396	449320
chrV	492694	498421
chrVI	137912	143871
chrVII	535759	541685
chrVII	561842	567760
chrVII	568739	574700
chrVII	707194	712545
chrVII	811446	817397
chrVII	817392	823306
chrVIII	85538	91761
chrVIII	543609	549637
chrX	197544	203768
chrX	472462	478384
chrX	478050	483972
chrXII	475975	481897
chrXII	593144	599062
chrXII	650823	656743
chrXII	941191	947150
chrXII	976257	981700
chrXIII	184169	190083
chrXIII	196331	202234
chrXIII	357004	362918
chrXIII	372696	378622
chrXIV	96609	102523
chrXIV	519162	525062
chrXIV	562363	567660
chrXV	117702	123628
chrXV	594819	600733
chrXV	704062	710023
chrXV	970285	976244
chrXVI	56451	62375
chrXVI	436889	443112
chrXVI	804644	810562
chrXVI	844411	850340
chrXVI	850628	856554
chrI	1	62
chrI	63	336
chrI	22230	22552
chrI	138831	138992
chrI	160105	160237
chrI	160238	160574
chrI	165826	166162
chrI	182620	182959
chrI	183142	183474
chrI	189426	189757
chrI	209448	209778
chrI	230121	230218
chrII	1	5848
chrII	5849	6138
chrII	8848	9092
chrII	9093	9424
chrII	9425	9518
chrII	29644	29975
chrII	35271	35602
chrII	35604	35796
chrII	35851	36221
chrII	150405	150765
chrII	197016	197320
chrII	197714	198054
chrII	220895	221036
chrII	221037	221370
chrII	226621	226952
chrII	258670	258976
chrII	259578	259909
chrII	265163	265494
chrII	266178	266256
chrII	327069	327394
chrII	327390	327704
chrII	350459	350751
chrII	643488	643858
chrII	643859	644002
chrII	644362	644603
chrII	812849	813137
chrII	813138	813184
chrIII	1	360
chrIII	361	639
chrIII	1179	1429
chrIII	4073	4322
chrIII	82700	83036
chrIII	83055	83194
chrIII	84069	84294
chrIII	84295	84626
chrIII	84630	84718
chrIII	84811	85142
chrIII	90438	90769
chrIII	124134	124465
chrIII	142758	143080
chrIII	149482	149809
chrIII	150220	150551
chrIII	150695	151055
chrIII	151521	151851
chrIII	169573	169888
chrIII	291373	291712
chrIII	291922	292167
chrIII	295003	295330
chrIII	295958	296190
chrIII	316240	316521
chrIII	316522	316620
chrIV	1	154
chrIV	155	434
chrIV	434423	434739
chrIV	437149	437518
chrIV	512986	513258
chrIV	513259	513590
chrIV	513692	514020
chrIV	519316	519647
chrIV	520173	520475
chrIV	520477	520805
chrIV	520806	520833
chrIV	645502	645835
chrIV	651086	651419
chrIV	651420	651503
chrIV	651682	651980
chrIV	668096	668436
chrIV	668543	668784
chrIV	802905	803235
chrIV	871821	872152
chrIV	877448	877779
chrIV	945351	945673
chrIV	945955	946295
chrIV	981171	981502
chrIV	986794	987125
chrIV	987150	987483
chrIV	992309	992642
chrIV	992740	992815
chrIV	1023137	1023477
chrIV	1095767	1096104
chrIV	1101355	1101692
chrIV	1151039	1151368
chrIV	1175134	1175812
chrIV	1175316	1175647
chrIV	1206704	1207037
chrIV	1212288	1212621
chrIV	1352644	1352975
chrIV	1352976	1353226
chrIV	1518484	1518807
chrIV	1525090	1525370
chrIV	1525371	1525466
chrIV	1525467	1531933
chrIX	1	77
chrIX	78	6948
chrIX	6949	7321
chrIX	196653	197023
chrIX	197140	197488
chrIX	205220	205559
chrIX	210308	210647
chrIX	246220	246552
chrIX	300409	300727
chrIX	324391	324734
chrIX	324831	325164
chrIX	336708	336897
chrIX	426201	426425
chrIX	439534	439815
chrIX	439816	439888
chrV	1	6278
chrV	62081	62756
chrV	62142	62474
chrV	99490	99664
chrV	118230	118551
chrV	135612	135939
chrV	137324	137639
chrV	138221	138553
chrV	176705	176856
chrV	249109	249331
chrV	249445	249752
chrV	249930	250270
chrV	287745	288062
chrV	312274	312445
chrV	353399	353735
chrV	354136	354850
chrV	354360	354730
chrV	354851	354917
chrV	431490	431822
chrV	434631	434971
chrV	435128	435447
chrV	435946	436277
chrV	436279	436605
chrV	442734	443072
chrV	443366	449626
chrV	443397	443733
chrV	444834	445139
chrV	448984	449320
chrV	487834	488165
chrV	492434	498505
chrV	492695	492833
chrV	498084	498421
chrV	551442	551773
chrV	552040	552267
chrV	563928	564024
chrV	568791	569024
chrV	570061	570329
chrV	570330	576874
chrVI	1	4684
chrVI	4685	4819
chrVI	4820	5067
chrVI	100581	100901
chrVI	137663	137912
chrVI	137913	138240
chrVI	143540	143871
chrVI	143872	143947
chrVI	144203	144523
chrVI	144524	144822
chrVI	158376	158686
chrVI	161804	162135
chrVI	191685	191854
chrVI	206922	207138
chrVI	270113	270161
chrVII	1	34
chrVII	35	317
chrVII	838	1079
chrVII	110855	111225
chrVII	111226	111505
chrVII	111506	111698
chrVII	114939	115269
chrVII	204982	205337
chrVII	318697	318860
chrVII	319009	319341
chrVII	319423	319762
chrVII	320355	320707
chrVII	327904	328224
chrVII	401616	401894
chrVII	401959	402290
chrVII	405004	405145
chrVII	405146	405207
chrVII	405208	405453
chrVII	412456	412725
chrVII	535211	535542
chrVII	535607	535759
chrVII	535760	536097
chrVII	541348	541685
chrVII	561843	562176
chrVII	567427	567760
chrVII	568740	569072
chrVII	574369	574700
chrVII	701104	701350
chrVII	707195	707534
chrVII	712206	712545
chrVII	713084	713384
chrVII	735542	735872
chrVII	735982	736322
chrVII	774040	774162
chrVII	778784	779112
chrVII	779116	779224
chrVII	779225	779515
chrVII	793237	793559
chrVII	811447	811778
chrVII	817074	817397
chrVII	817393	817724
chrVII	822975	823306
chrVII	845281	845602
chrVII	875951	876279
chrVII	931171	931540
chrVII	931688	932019
chrVII	1084093	1084346
chrVII	1084347	1090940
chrVIII	1	34
chrVIII	35	4951
chrVIII	4952	5051
chrVIII	7994	8225
chrVIII	85388	85538
chrVIII	85539	85909
chrVIII	91391	91761
chrVIII	91772	92099
chrVIII	92240	92390
chrVIII	116421	116752
chrVIII	116763	117061
chrVIII	133201	133442
chrVIII	133565	133684
chrVIII	133685	134009
chrVIII	146331	146671
chrVIII	146844	147114
chrVIII	358672	358850
chrVIII	358850	359067
chrVIII	359079	359372
chrVIII	389177	389509
chrVIII	389613	389845
chrVIII	463920	464147
chrVIII	466549	466863
chrVIII	466884	466975
chrVIII	530049	530379
chrVIII	543610	543941
chrVIII	549306	549637
chrVIII	556576	556831
chrVIII	556832	556985
chrVIII	556986	562456
chrVIII	562457	562643
chrX	1	60
chrX	61	6931
chrX	6932	7304
chrX	59505	59784
chrX	197194	204093
chrX	197401	197494
chrX	197545	197915
chrX	203398	203768
chrX	203783	204114
chrX	354538	355204
chrX	354844	355175
chrX	374844	374935
chrX	377598	377870
chrX	416266	416441
chrX	416506	416650
chrX	416899	417026
chrX	421946	422295
chrX	422601	422887
chrX	472463	472800
chrX	478051	478384
chrX	483635	483972
chrX	517959	518099
chrX	531516	531675
chrX	537741	538041
chrX	538103	538434
chrX	540766	541087
chrX	541095	541427
chrX	543448	543770
chrX	745362	745662
chrX	745663	745751
chrXI	1	67
chrXI	68	346
chrXI	74236	74518
chrXI	83808	84115
chrXI	162831	163169
chrXI	202644	202983
chrXI	219395	219723
chrXI	302334	302625
chrXI	313602	313919
chrXI	314193	314524
chrXI	458140	458471
chrXI	490286	490416
chrXI	490464	490787
chrXI	513532	513846
chrXI	517453	517784
chrXI	665430	665668
chrXI	666365	666608
chrXI	666609	666816
chrXII	1	75
chrXII	76	5661
chrXII	5662	5723
chrXII	5724	11196
chrXII	11197	11358
chrXII	11359	11625
chrXII	92050	92381
chrXII	168043	168380
chrXII	215080	215417
chrXII	220668	221005
chrXII	221006	221266
chrXII	365810	366144
chrXII	373999	374338
chrXII	448842	449028
chrXII	475976	476310
chrXII	481563	481897
chrXII	592706	593035
chrXII	593145	593478
chrXII	598729	599062
chrXII	599268	599544
chrXII	599570	599844
chrXII	650824	651157
chrXII	656410	656743
chrXII	657022	657365
chrXII	657449	657767
chrXII	688119	688368
chrXII	688369	688664
chrXII	731668	732000
chrXII	734501	734671
chrXII	793552	793870
chrXII	796899	797088
chrXII	818073	818403
chrXII	941192	941523
chrXII	946819	947150
chrXII	963230	963545
chrXII	976258	976589
chrXII	981369	981700
chrXII	1052303	1052632
chrXII	1064748	1065030
chrXII	1065031	1065155
chrXII	1065156	1071645
chrXII	1071646	1071653
chrXII	1071654	1078177
chrXIII	1	51
chrXIII	52	5537
chrXIII	5538	5585
chrXIII	5586	5874
chrXIII	131989	132321
chrXIII	168349	168681
chrXIII	184170	184501
chrXIII	189752	190083
chrXIII	196332	196668
chrXIII	201919	202234
chrXIII	290049	290224
chrXIII	357005	357336
chrXIII	362587	362918
chrXIII	372697	373034
chrXIII	378285	378622
chrXIII	378727	379061
chrXIII	379072	379198
chrXIII	463128	463461
chrXIII	481214	481547
chrXIII	481571	481808
chrXIII	503192	503389
chrXIII	503771	504141
chrXIII	504346	504677
chrXIII	573112	573338
chrXIII	768548	768879
chrXIII	808537	808906
chrXIII	809000	809233
chrXIII	837450	837764
chrXIII	924006	924306
chrXIII	924307	924431
chrXIV	1	6617
chrXIV	6618	6691
chrXIV	6692	6963
chrXIV	96451	96609
chrXIV	96610	96941
chrXIV	102192	102523
chrXIV	102632	102700
chrXIV	519163	519496
chrXIV	524729	525062
chrXIV	546423	546714
chrXIV	546738	547077
chrXIV	561607	561977
chrXIV	562033	562364
chrXIV	567660	567992
chrXIV	631998	632114
chrXIV	632119	632489
chrXIV	726234	726574
chrXIV	726614	726945
chrXIV	727363	727661
chrXIV	783741	784037
chrXIV	784038	784333
chrXV	1	117
chrXV	118	388
chrXV	2894	3223
chrXV	3809	3986
chrXV	18302	18561
chrXV	113294	113626
chrXV	117703	118040
chrXV	123291	123628
chrXV	226696	227037
chrXV	227096	227293
chrXV	227851	228178
chrXV	300683	301021
chrXV	340598	340898
chrXV	354128	354466
chrXV	354681	354958
chrXV	438175	438483
chrXV	594512	594819
chrXV	594820	595151
chrXV	600402	600733
chrXV	664003	664324
chrXV	664325	664469
chrXV	664813	665145
chrXV	703429	703582
chrXV	703612	703762
chrXV	703772	704062
chrXV	704063	704395
chrXV	709691	710023
chrXV	710024	710107
chrXV	854275	854614
chrXV	968991	969301
chrXV	969293	969431
chrXV	970286	970617
chrXV	975913	976244
chrXV	980259	980590
chrXV	1084368	1084620
chrXV	1084621	1091273
chrXV	1091274	1091291
chrXVI	1	6524
chrXVI	6525	6777
chrXVI	55657	55858
chrXVI	56290	56358
chrXVI	56409	56451
chrXVI	56452	56788
chrXVI	62039	62375
chrXVI	62389	62720
chrXVI	62724	63006
chrXVI	210451	210771
chrXVI	211577	211898
chrXVI	436068	436249
chrXVI	436250	436587
chrXVI	436594	436731
chrXVI	436890	437260
chrXVI	442742	443112
chrXVI	560481	560812
chrXVI	571845	572173
chrXVI	769319	769659
chrXVI	776093	776413
chrXVI	776667	776796
chrXVI	777832	778154
chrXVI	804511	804638
chrXVI	804645	804978
chrXVI	810229	810562
chrXVI	844412	844749
chrXVI	850003	850340
chrXVI	850357	850512
chrXVI	850629	850966
chrXVI	856217	856554
chrXVI	856545	856885
chrXVI	880386	880726
chrXVI	881487	881830
chrXVI	933071	933404
chrXVI	942810	948010
chrVIII	525000	529000
chrI	203000	208100
chrI	23000	28500
chrIV	1520000	1526000
chrXIV	780000	785000
chrI	1	2813
chrVI	1	26582
chrIII	1	16344
chrIX	1	25054
chrVIII	1	12852
chrV	1	7057
chrXI	1	3025
chrX	1	24449
chrXIV	1	17320
chrII	1	9817
chrXIII	1	9818
chrXVI	1	19454
chrXII	1	17902
chrXV	1	12064
chrVII	1	9850
chrIV	1	3578
chrI	202934	230218
chrII	800727	813184
chrIII	303395	316620
chrIV	1515286	1531933
chrIX	431447	439888
chrV	568114	576874
chrVI	266681	270161
chrVII	1068125	1090940
chrVIII	519597	562643
chrX	727004	745751
chrXI	658141	666816
chrXII	1058884	1078177
chrXIII	917181	924431
chrXIV	758796	784333
chrXV	1063940	1091291
chrXVI	942157	948066
chrIV	16000	19000
chrIV	383000	385500
chrIV	1307835	1308201
chrXIII	908439	908987
chrVII	1067332	1068195
chrXII	981607	981832
chrI	179840	180008
chrI	190009	190159
chrVII	1068000	1068193
chrXII	818440	818455
chrXII	818452	818457
chrXII	976187	976192
chrXII	976222	976227
chrXIII	750418	750576
chrXIII	908139	908748
chrXII	789220	789247
chrIX	389472	393775
chrVIII	92500	95000
chrX	26500	29000
chrX	19400	21300
chrVIII	287000	296500
chrIX	290193	290194
chrX	289587	289588
chrXII	251194	251195
chrI	17785	17786
chrI	20273	20274
chrVI	99153	99154
chrXII	348919	348920
chrXVI	615257	615258
chrIV	1466418	1466419
chrVII	616171	616172
chrIV	450188	450189
chrXII	280996	280997
chrXV	667564	667565
chrI	16863	16864
chrV	14724	14725
chrV	118577	118578
chrXI	520522	520523
chrXII	460002	460003
chrXIII	305684	305685
chrXV	12299	12300
chrXV	770624	770625
chrX	358212	358213
chrXVI	381848	381849
chrI	203400	208110
chrI	180530	189800
chrII	793680	793950
chrIV	538000	538080
chrIV	803390	803601
chrIV	1155210	1155327
chrIV	1160600	1160660
chrV	566000	567255
chrIX	37420	37775
chrX	24710	25326
chrXV	621312	624183
chrXVI	63400	64170
chrXII	792599	792607
chrI	166244	166246
chrI	198514	198562
chrI	200532	200537
chrI	202662	202703
chrII	226964	226979
chrII	405595	405596
chrII	414717	414719
chrII	464220	464221
chrII	464229	464229
chrIII	57238	57239
chrIII	82578	84735
chrIV	530008	537898
chrIV	645352	645353
chrIV	803244	804088
chrIV	1154507	1154984
chrIV	1155569	1155625
chrIV	1159860	1160970
chrIV	1164310	1164312
chrIV	1307832	1308473
chrIV	1503875	1503911
chrIV	1504461	1504541
chrIX	25509	25729
chrIX	25867	25868
chrV	498584	498585
chrVI	30187	30188
chrVI	178120	178121
chrVI	205027	205122
chrVI	205988	205989
chrVII	541711	541712
chrVII	735891	735963
chrVII	764833	764834
chrVII	788504	788505
chrVIII	92142	92143
chrVIII	133140	133141
chrVIII	279679	279680
chrX	120973	120974
chrX	484073	484074
chrXI	74157	74223
chrXI	337554	337555
chrXII	215008	215009
chrXII	599111	599112
chrXII	687973	687974
chrXII	818534	818588
chrXII	947218	947219
chrXIII	183988	184061
chrXIII	362992	362993
chrXIII	363033	363034
chrXIV	599818	599819
chrXIV	750833	750904
chrXIV	752892	752893
chrXV	25647	25648
chrXV	237006	237012
chrXV	344928	344939
chrXV	976367	976373
chrXV	1057742	1057743
chrXVI	63097	63159
chrXVI	932308	932432
chrI	42084	42086
chrI	70192	70194
chrI	169226	169228
chrI	192157	192159
chrI	202667	202669
chrII	43103	43105
chrII	61037	61039
chrII	71084	71086
chrII	159982	159984
chrII	165901	165903
chrII	197612	197614
chrII	197698	197700
chrII	205753	205755
chrII	316951	316953
chrII	460258	460260
chrII	492949	492951
chrII	563030	563032
chrII	644105	644107
chrIII	71021	71023
chrIII	82580	82582
chrIII	168588	168590
chrIII	231004	231006
chrIV	10887	10889
chrIV	26171	26173
chrIV	32138	32140
chrIV	126536	126538
chrIV	149112	149114
chrIV	168473	168475
chrIV	169820	169822
chrIV	232541	232543
chrIV	234085	234087
chrIV	350979	350981
chrIV	364971	364973
chrIV	386166	386168
chrIV	538148	538150
chrIV	678012	678014
chrIV	701135	701137
chrIV	721731	721733
chrIV	892697	892699
chrIV	995815	995817
chrIV	1080943	1080945
chrIV	1154972	1154974
chrIV	1160364	1160366
chrIV	1308643	1308645
chrIV	1357473	1357475
chrIV	1428236	1428238
chrIV	1502989	1502991
chrIX	27553	27555
chrIX	33168	33170
chrIX	37326	37328
chrIX	44283	44285
chrIX	105810	105812
chrIX	187821	187823
chrIX	241031	241033
chrIX	339224	339226
chrIX	368429	368431
chrIX	385517	385519
chrIX	387142	387144
chrIX	427812	427814
chrV	70399	70401
chrV	135552	135554
chrV	175636	175638
chrV	243734	243736
chrV	248411	248413
chrV	355029	355031
chrV	382297	382299
chrV	462950	462952
chrVI	75084	75086
chrVI	87977	87979
chrVI	115150	115152
chrVI	160470	160472
chrVI	168318	168320
chrVI	237285	237287
chrVII	80601	80603
chrVII	197229	197231
chrVII	224871	224873
chrVII	529942	529944
chrVII	544710	544712
chrVII	555980	555982
chrVII	678069	678071
chrVII	724963	724965
chrVII	807473	807475
chrVII	947117	947119
chrVII	1011074	1011076
chrVIII	119545	119547
chrVIII	214726	214728
chrVIII	252928	252930
chrVIII	365420	365422
chrVIII	413607	413609
chrVIII	420549	420551
chrVIII	423044	423046
chrVIII	450837	450839
chrX	60683	60685
chrX	122692	122694
chrX	223656	223658
chrX	293090	293092
chrX	293205	293207
chrX	315025	315027
chrX	400280	400282
chrX	400855	400857
chrX	525701	525703
chrX	562786	562788
chrX	639197	639199
chrXI	22039	22041
chrXI	126102	126104
chrXI	144832	144834
chrXI	184502	184504
chrXI	302193	302195
chrXI	321764	321766
chrXI	338911	338913
chrXI	379083	379085
chrXI	385102	385104
chrXI	506762	506764
chrXI	523648	523650
chrXI	643870	643872
chrXI	649941	649943
chrXII	52035	52037
chrXII	122007	122009
chrXII	127350	127352
chrXII	170681	170683
chrXII	241799	241801
chrXII	292023	292025
chrXII	511515	511517
chrXII	555561	555563
chrXII	566361	566363
chrXII	646384	646386
chrXII	687558	687560
chrXII	687977	687979
chrXII	766502	766504
chrXII	789268	789270
chrXII	792609	792611
chrXII	877698	877700
chrXII	1052065	1052067
chrXIII	13569	13571
chrXIII	165421	165423
chrXIII	184026	184028
chrXIII	184077	184079
chrXIII	462692	462694
chrXIII	475725	475727
chrXIII	515591	515593
chrXIII	536021	536023
chrXIII	625707	625709
chrXIII	822588	822590
chrXIII	892561	892563
chrXIII	916570	916572
chrXIV	63355	63357
chrXIV	154922	154924
chrXIV	188913	188915
chrXIV	290021	290023
chrXIV	359344	359346
chrXIV	413447	413449
chrXIV	437552	437554
chrXIV	441273	441275
chrXIV	442776	442778
chrXIV	479458	479460
chrXIV	495471	495473
chrXIV	553107	553109
chrXIV	651856	651858
chrXIV	667323	667325
chrXIV	720275	720277
chrXV	31106	31108
chrXV	31123	31125
chrXV	43011	43013
chrXV	48856	48858
chrXV	53990	53992
chrXV	92643	92645
chrXV	110817	110819
chrXV	230019	230021
chrXV	407923	407925
chrXV	422208	422210
chrXV	430181	430183
chrXV	462164	462166
chrXV	464394	464396
chrXV	479262	479264
chrXV	700711	700713
chrXV	759638	759640
chrXV	822923	822925
chrXV	854984	854986
chrXV	888847	888849
chrXV	896881	896883
chrXV	911624	911626
chrXV	954140	954142
chrXV	1031380	1031382
chrXVI	20165	20167
chrXVI	63086	63088
chrXVI	64172	64174
chrXVI	64352	64354
chrXVI	76572	76574
chrXVI	82015	82017
chrXVI	117203	117205
chrXVI	444153	444155
chrXVI	462793	462795
chrXVI	522082	522084
chrXVI	558045	558047
chrXVI	581337	581339
chrXVI	631285	631287
chrXVI	650501	650503
chrXVI	901585	901587
chrXVI	927313	927315
chrXVI	939182	939184
chrIV	529377	537898
